// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// Custom Hollow Poring (overrrides/collides with META_ANDRE)
//1237,HOLLOW_PORING,Hollow Poring,Hollow Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,10
// Custom Fire Poring. Warning, Colides with META_DENIRO
//1239,FIRE_PORING,Fire Poring,Fire Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x131,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20

// iRO Christmas 2008 Event
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,604,500,12354,500,14550,500,5136,500,12132,500,12225,500,5811,500,0,0,0,0,4243,1
1543,G_KAPHA,Kappa,Kappa,200,7892000,0,0,0,3,100000,100000,50,50,200,200,200,200,200,200,10,12,1,5,21,0x3885,165,2012,1728,672,0,0,0,0,0,0,0,20204,5000,20205,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,G_TENGU,Tengu,Tengu,200,6940000,0,0,0,2,100000,100000,80,80,200,200,200,200,200,200,10,12,2,6,42,0x2003885,200,1439,1920,672,0,0,0,0,0,0,0,20200,5000,20201,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,G_CRAMP,Mini Wyra,Mini Wyra,201,4720000,0,0,0,1,100000,100000,50,50200,200,200,200,200,200,200,10,12,0,2,45,0x6203695,100,1000,500,1000,0,0,0,0,0,0,0,20202,5000,20203,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,G_BACSOJIN,Empress Mezzaluna,Empress Mezzaluna,210,60000000,1,45250,16445,3,100000,120000,100,100,220,220,220,220,220,220,10,12,1,7,80,0x6283695,130,576,960,480,2417800,542,9000,543,9000,0,0,5317,1000,543,10000,542,5000,2633,1,2792,1,20228,5000,20229,100,7484,1000,40420,50,20092,1
//1731 Sauro
1799,G_SEYREN_,Slebinian Royal Guard,Slebinian Royal Guard,205,36475900,0,18000,10000,1,100000,75000,72,37,200,200,200,200,200,200,10,12,1,7,83,0x6203695,100,76,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,B_SEYREN_,Slebinian Royal Guard,Slebinian Royal Guard,205,36475900,0,4835600,1569970,1,100000,75000,72,37,200,200,200,200,200,200,10,12,1,7,83,0x6203695,100,76,384,288,0,0,0,0,0,0,0,7583,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,hatred_jeff,Hatred of Jeff Saber,Hatred of Jeff Saber,255,199690420,32767,27,20,2,131071,131071,120,70,300,300,300,300,300,300,10,12,1,8,87,0x6283695,90,75,200,0,655360,40000,5000,542,1000,543,5000,543,10000,5054,100,2362,100,40002,100,542,10000,40000,10000,2750,100,5317,10000,7484,10000,20273,1
1813,ZERO_2,Netorian Homunculus,Netorian Homunculus,235,3000000,1,27,20,2,100000,100000,100,50,255,255,255,255,255,255,10,12,1,0,80,0xB695,400,1872,672,480,0,0,0,0,0,0,0,40060,5000,13889,450,13890,400,13517,300,7444,10000,40000,250,674,500,543,500,0,0,0,0
1814,redgurl_battle,Flame Spirit of ReDGuRL,ReDGuRL's Flame Spirit,255,199690420,32767,27,20,2,131071,131071,120,70,300,300,300,300,300,300,10,12,1,8,83,0x6283695,90,75,200,0,655360,40020,5000,542,1000,543,5000,543,10000,5054,100,2633,100,40022,100,542,10000,40020,10000,2792,100,5317,10000,7484,10000,20274,1
1817,EVENT_DETALE,Detale,Detarderous,99,8880000,0,4500000,2500000,3,32767,65534,65,65,1,142,200,250,189,50,10,12,2,8,48,0x6203695,100,972,936,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39123,2500,0,0
1820,yuwee_battle,Bound Persona Yuwki,Bound 3rd Persona Yuwki,255,199690420,32767,27,20,2,131071,131071,120,70,300,300,300,300,300,300,10,12,1,0,80,0x6283695,90,75,200,0,655360,40040,5000,542,1000,543,5000,543,10000,5054,100,2632,100,40042,100,542,10000,40040,10000,2793,100,5317,10000,7484,10000,20275,1
1828,DOKEBI,Gold,Gold,68,10000,1,675,759,1,317,347,85,20,52,56,35,20,60,25,10,12,0,6,27,0x2000091,250,1156,456,384,0,0,0,0,0,0,0,969,250,969,150,969,500,969,350,969,450,969,50,969,500,0,0,0,0,969,1000
1841,I_DOPPELGANGER,Master Sauro,Master Sauro,255,69000000,1,313200,250560,1,100000,100000,246,86,255,255,255,255,255,255,10,12,2,8,48,0x6203695,190,480,480,288,100000,543,9000,542,9000,0,0,7484,10000,543,10000,5317,100,543,10000,542,10000,40420,75,0,0,0,0,0,0,20090,1
1842,ZERO,Netorian Homunculus,Netorian Homunculus,235,3000000,1,27,20,2,100000,100000,100,50,255,255,255,255,255,255,10,12,1,0,80,0xB695,400,1872,672,480,0,0,0,0,0,0,0,40060,5000,13889,450,13890,400,13517,300,7444,10000,40000,250,674,500,543,500,0,0,0,0
1843,EMISSIONBAT,Mutant Death Chils,Mutant Death Chils,235,3000000,1,27,20,2,100000,100000,100,50,255,255,255,255,255,255,10,12,1,0,80,0xB695,400,1872,672,1248,0,0,0,0,0,0,0,40061,5000,13889,450,13890,400,13517,300,7444,10000,40020,250,674,500,543,500,0,0,0,0
1844,NEOHYUROIDO,Agent of Chronos,Agent of Chronos,235,3000000,1,27,20,2,100000,100000,100,50,255,255,255,255,255,255,10,12,1,0,80,0xB695,400,1872,672,480,0,0,0,0,0,0,0,40062,5000,13889,450,13890,400,13517,300,7444,10000,40040,250,674,500,543,500,0,0,0,0
1848,EVENT_BAPHOMET,Baphomet,Baphomet,50,4500000,0,1000,1000,2,1500,3000,10,10,1,60,15,15,160,30,10,12,2,6,67,0x6203695,100,768,768,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39123,2500,0,0
1849,EVENT_OSIRIS,Osiris,Osiris,60,1250000,0,2000,2000,1,3500,5000,20,20,1,60,25,25,160,30,10,12,1,1,89,0x6203695,100,1072,672,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39123,2500,0,0
1850,EVENT_ORCHERO,Iruna Orc,Iruna Orc,200,5000000,0,3000,3000,1,80000,80000,55,55,200,200,200,200,200,200,10,12,2,7,82,0x6203695,150,1678,780,648,0,0,0,0,0,0,0,20212,5000,20219,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,TRISTAN_3RD,Corrupted Lord Netori,Corrupted Lord Netori,250,150000000,32000,1,1,2,130000,130000,100,50,255,255,255,255,255,255,10,12,1,1,86,0x6283695,175,1816,1152,360,65000,542,5000,543,7000,7484,5000,2374,5,2375,5,2537,5,2729,5,5808,5,2433,5,20261,10000,20089,1,20058,5,20102,1
2004,T_WICKED_NYMPH,Evil Nymph,Evil Nymph,210,35000000,0,0,0,2,75000,75000,12,75,180,180,180,180,180,180,10,12,1,6,67,0x6283695,200,637,1008,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,T_PLASMA_B,Humria,Humria,200,10000000,1,0,0,3,100000,100000,0,30,200,1,200,200,200,1,10,12,0,0,81,0x6283695,150,608,1440,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,100,674,1000,671,5000,0,0
2006,T_PLASMA_P,Humria,Humria,200,10000000,1,0,0,3,100000,100000,0,30,200,1,200,200,200,1,10,12,0,0,87,0x6283695,150,608,1440,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,100,674,1000,671,5000,0,0
2007,T_PLASMA_R,Humria,Humria,200,10000000,1,0,0,3,100000,100000,0,30,200,1,200,200,200,1,10,12,0,0,83,0x6283695,150,608,1440,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,100,674,1000,671,5000,0,0
2012,E_ZOMBIE,Emperium Dummy,Emperium Dummy,90,400,1,0,0,1,60,73,64,50,1,17,80,50,26,20,10,12,0,8,26,0x6370000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,VALKYRIE_N,Seele Zauga,Seele Zauga,225,75000000,1,0,0,1,120000,120000,100,50,240,240,240,240,240,240,10,12,1,8,87,0x6283695,170,576,576,480,1,542,5000,543,7000,7484,5000,20220,5000,20225,100,2363,1,2362,1,2361,1,40420,50,0,0,0,0,0,0,20095,1
2056,E_ZHERLTHSH,Haachama,Haachama,200,60000000,65535,0,0,15,143,143,0,0,190,190,190,190,190,190,10,12,1,3,21,0x6283695,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40496,10000
2060,M_ALICE,Alice,Alice,200,1602900,0,0,0,2,75000,75000,12,75,180,180,180,180,180,180,10,12,1,6,67,0x6283695,200,637,1008,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,E_VADON_X,Kiryu Coco,Kiryu Coco,220,75000000,65535,0,0,15,200,200,30,30,200,200,200,200,200,200,10,12,1,3,21,0x6283695,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40497,10000
2080,CRYSTAL_L,Crystal,Crystal,1,1,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x120,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40481,10000
2164,I_RAKE_SCARABA,Gold Fly Knight,Gold Fly Knight,150,7000000,0,20970,16785,1,100000,100000,250,70,200,200,200,200,200,200,10,12,1,4,42,0x2003695,200,76,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,G_RANDEL,Pelleus Astraeum,Pelleus Astraeum,210,27500000,0,18000,10000,1,110000,110000,150,70,255,255,255,255,255,255,10,12,1,7,86,0x6283695,100,76,384,288,0,0,0,0,0,0,0,20251,5000,20253,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,PYURIEL,Vengeful Enina,Vengeful Enina,220,69420000,1,1500123,1200000,2,111111,111111,100,100,225,225,225,225,225,225,10,12,1,7,80,0x6283695,100,576,1380,360,750061,542,5000,543,7000,7484,5000,20223,5000,20227,100,2750,1,5317,100,7484,1000,40420,50,0,0,0,0,0,0,20093,1
2252,ELVIRA,Cubo,Cubo,200,5014890,1,13633,12409,1,95000,90000,80,80,200,200,200,200,200,200,10,12,0,0,80,0x6283695,120,1576,504,360,0,0,0,0,0,0,0,20217,5000,20218,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,SOHEON,Mio,Mio,205,55000000,1,15715,12540,2,120000,90000,100,50,255,255,255,255,255,255,10,12,1,7,84,0x2003695,120,1000,1008,432,1,674,5000,543,1000,0,0,20221,5000,20226,100,5317,100,7484,1000,2633,1,40420,50,0,0,0,0,0,0,20096,1
2311,MANANANGGAL,Malicious Passion,Malicious Passion,220,66666666,1,7117,5712,1,100000,100000,60,60,220,220,220,220,220,220,10,12,0,3,24,0x6283695,300,1500,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,BANGUNGOT_1,Hatred Remnant,Hatred Remnant,220,66666666,1,7117,5712,1,100000,100000,60,60,220,220,220,220,220,220,10,12,0,3,24,0x6283695,300,1500,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,BANGUNGOT_2,Hatred Remnant,Hatred Remnant,250,66666666,1,7117,5712,1,100000,100000,60,60,220,220,220,220,220,220,10,12,0,3,24,0x6283695,300,1500,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,MD_MANANANGGAL,Malicious Passion,Malicious Passion,250,66666666,1,7117,5712,1,100000,100000,60,60,220,220,220,220,220,220,10,12,0,3,24,0x6283695,300,1500,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,CENERE,Lingering Hatred,Lingering Hatred,200,6666666,1,7117,5712,1,100000,100000,60,60,200,200,200,200,200,200,10,12,0,3,24,0x6283695,300,1500,720,360,0,0,0,0,0,0,0,20244,5000,20245,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,L_KATRINN,Donna Arcanretia,Donna Arcanretia,200,7092690,1,2750,1934,1,69000,120000,69,66,210,210,210,210,210,210,10,12,1,7,68,0x6283695,130,864,400,288,0,0,0,0,0,0,0,20251,5000,20252,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,B_NOVICE,Cursed Netorian Rebel,Cursed Netorian Rebel,200,10000000,1,212534,175494,3,100000,100000,90,90,205,205,205,205,205,205,10,12,1,7,83,0x6283695,100,76,384,288,0,0,0,0,0,0,0,20248,5000,20249,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,B_SUPERNOVICE,Jack Callers,Jack Callers,215,69420000,1,217620,178000,3,111111,111111,100,100,225,225,225,225,225,225,10,12,1,7,83,0x6283695,100,76,384,288,108810,542,9000,543,9000,0,0,20262,5000,20263,5317,100,7484,1000,2633,1,2362,1,40420,50,0,0,0,0,0,20105,1
2443,AIRA,Red Light Heretic,Red Light Heretic,215,60000000,1,220000,180000,1,100000,115000,80,70,225,225,225,225,225,225,10,12,1,7,63,0x6283695,150,432,400,288,110000,542,9000,543,9000,0,0,20256,5000,20260,100,5317,100,7484,1000,2792,1,2361,1,40420,50,0,0,0,0,20101,1
2475,MG_CORRUPTION_ROOT,Ouvel - Eater of Worlds,Ouvel - Eater of Worlds,250,150000000,32000,2199906,2008478,3,130000,130000,100,50,255,255,255,255,255,255,10,12,2,6,87,0x6283695,2000,576,672,480,65000,542,5000,543,7000,7484,5000,2374,5,2375,5,2537,5,2729,5,5808,5,2433,5,20234,10000,20089,1,20058,5,20091,1
3449,G_P_AMDARAIS,Third Eyes,Third Eyes,200,27500000,1,2291324,2197024,3,110000,110000,150,70,255,255,255,255,255,255,10,12,2,0,80,0x6283695,120,312,1200,432,0,0,0,0,0,0,0,20236,5000,20235,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,C3_TAROU,Frost Garrison Rodent,Frost Garrison Rodent,210,7500000,1,335,1140,1,105000,105000,69,89,210,210,210,210,210,210,10,12,0,2,27,0x6283695,150,1744,1044,684,0,0,0,0,0,0,0,20254,5000,20255,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,C4_PORING,Poring,Poring,250,66666666,1,7117,5712,1,100000,100000,60,60,220,220,220,220,220,220,10,12,0,3,24,0x6283695,300,1500,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,C4_APOCALIPS,Tomadora Prototype,Tomadora Prototype,205,11500000,1,9885,20535,2,95000,100000,80,40,200,200,200,200,200,200,10,12,2,0,83,0x6283695,400,1840,1440,384,0,0,0,0,0,0,0,20215,5000,20216,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,MM_MOROCC_ORIGIN,Behemoth,Behemoth,210,10258000,1,0,0,3,115000,85000,111,90,200,200,200,200,200,200,10,12,2,6,87,0x6283695,350,2000,750,750,0,0,0,0,0,0,0,20246,5000,20247,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,CHARLESTON3,Tomadora,Tomadora,215,60000000,1,0,0,3,110000,95000,90,45,215,215,215,215,215,215,10,12,2,0,83,0x6283695,200,1020,500,768,1,674,5000,543,1000,0,0,20222,5000,20224,100,2793,1,5317,100,7484,1000,40420,50,0,0,0,0,0,0,20098,1
3216,V_G_KATRINN,Grand Magus Donna,Grand Magus Donna,225,69420000,1,0,0,1,89000,120000,50,89,240,240,240,240,240,240,10,12,1,7,88,0x6283695,100,576,384,288,65500,542,9000,543,9000,0,0,20266,5000,20261,100,5317,100,7484,1000,2632,1,2363,1,40420,50,0,0,0,0,20103,1
3233,V_G_RANDEL,Holy Vanguard Pelleus,Holy Vanguard Pelleus,220,75000000,0,4621500,2664000,1,115000,100000,100,70,255,255,255,255,255,255,10,12,1,7,86,0x6283695,100,76,384,288,2310750,542,9000,543,9000,0,0,20267,5000,20261,100,2750,1,5317,100,7484,1000,40420,50,0,0,0,0,0,0,20104,1
3247,CENERE_G,Lingering Lust,Lingering Lust,200,6969690,1,7635,7698,1,105000,95000,89,69,200,200,200,200,200,200,10,12,0,0,24,0x6283695,300,1500,720,360,0,0,0,0,0,0,0,20244,5000,20250,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,HARDROCK_MOMMOTH,Malfil,Malfil,205,6200000,1,0,0,3,100000,100000,111,90,200,200,200,200,200,200,10,12,2,6,63,0x6203695,200,608,408,336,0,0,0,0,0,0,0,20213,5000,20214,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055,n_puddingcess,Queen Puddingcess,Queen Puddingcess,1,10,0,0,0,1,1,1,100,99,0,0,0,0,0,0,7,12,0,3,22,0x170000,2000,1,1,1,0,0,0,0,0,0,0,510,5500,712,1000,711,1000,905,500,7932,300,522,50,514,1000,0,0,0,0,2270,2
3222,V_B_SHECIL,Ranger Shecil,Ranger Cecil,189,12600000,1,3000000,3000000,14,7000,4000,200,200,260,260,140,160,600,100,10,12,1,7,84,0x6283695,100,76,384,288,0,0,0,0,0,0,0,20748,3000,20748,500,20748,500,0,0,0,0,0,0,0,0,0,0,0,0,4676,1
3458,AVATAR_ARCTURUS,Knight of Arcturus,Knight of Arcturus,255,120000000,32767,27,20,2,131071,131071,120,70,255,255,255,255,255,255,10,12,1,8,87,0x6283695,90,75,200,0,655360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,LARVA,Mutant Album,Mutant Album,200,4824270,1,38800,3960,2,100000,100000,100,50,200,200,200,200,200,200,10,12,2,4,25,0x2000085,200,384,720,480,0,0,0,0,0,0,0,20208,5000,20209,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3460,MARIQUITA,Mutant Mariquita,Mutant Mariquita,200,5000380,1,10,12,1,100000,100000,100,40,200,200,200,200,200,200,10,12,1,4,45,0x2000085,150,1000,792,336,0,0,0,0,0,0,0,20206,5000,20207,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3461,HATRED,Primal Hatred,Primal Hatred,220,60000000,1,35585,102810,1,115000,115000,87,71,230,230,230,230,230,230,10,12,0,3,24,0x6283695,300,1500,720,360,65000,542,9000,543,9000,0,0,20258,5000,20259,100,40420,50,0,0,0,0,0,0,0,0,0,0,0,0,20100,1
3462,tarantino,Tarantino,Tarantino,200,5459100,1,5155,5155,3,100000,100000,112,42,200,200,200,200,200,200,10,12,2,4,61,0x2003885,250,360,360,600,0,0,0,0,0,0,0,20210,5000,20211,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,tarantina,Tarantina,Tarantina,200,55000000,1,0,0,3,105000,105000,105,45,215,215,215,215,215,215,10,12,2,4,82,0x6283695,200,1020,500,768,1,674,5000,543,1000,0,0,5317,100,7484,1000,20230,5000,20231,100,2632,1,40420,50,0,0,0,0,0,0,20097,1
3464,White_Lost_Dragon,Guardian Plazuda,Guardian Plazuda,205,55123456,1,30000,30000,3,105050,105050,75,0,215,215,215,215,215,215,10,12,2,9,88,0x6283695,150,840,648,576,15000,542,9000,543,9000,0,0,2792,1,20232,5000,20233,100,5317,100,7484,1000,40420,50,0,0,0,0,0,0,20094,1
3465,Red_Lost_Dragon,Shyvana,Shyvana,225,65000000,1,0,0,2,115000,115000,60,50,235,235,235,235,235,235,10,12,2,9,83,0x6283695,150,1596,1620,864,65000,542,9000,543,9000,0,0,20256,5000,20257,100,2633,1,2792,1,40420,50,0,0,0,0,0,0,0,0,20099,1
3466,WTF_PORING,Poring,Poring,220,66666666,1,7117,5712,1,100000,100000,60,60,220,220,220,220,220,220,10,12,0,3,24,0x6283695,300,1500,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Destiny's End
1996,Arctarus,Arctarus,Arctarus,255,500000000,32767,27,20,2,131071,131071,120,70,255,255,255,255,255,255,10,12,1,8,87,0x6283695,400,1872,672,480,655360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
